項目,名前,ひらがな
メス,KATHARINE,カザリン
メス,KATTIN,カッティン
メス,KAURY,カウリ－
メス,KAVA,カ－ウ゛ァ
メス,KEENER,ケ－ナ－
メス,KELP,ケルプ
メス,KERCHIEF,カ－チ－フ
メス,KEREN,ケ－ラン
メス,KERMES,カ－ミ－ズ
メス,KERRY,ケリ－
メス,KETCH,ケッチ
メス,KETCHUP,ケチャップ
メス,KETTLE,ケトル
メス,KEYPUNCHER,キ－パンチャ－
メス,KINE,カイン
メス,KINSWOMAN,キンズウ－マン
メス,KIRTLE,カ－トル
メス,KISS,キッス
メス,KIT,キット
メス,KITTEN,キットン
メス,KITTIWAKE,キッティウエ－ク
メス,KITTY,キッティ
メス,KIWI,キウィ
メス,KNITTER,ニタ－
メス,KOSTBERA,コストベラ
メス,KRAFTA,クラフタ
メス,KRIEMHILDE,クリ－ムヒルデ
メス,KRONE,クロ－ネ
メス,KUNA,クナ－
メス,KUNI,クニ－
メス,KUNIBERTA,クニベルタ
メス,KUNILDA,クニルダ
メス,KUNIZA,クニザ
メス,KUNNA,クンナ－
メス,KYBELE,キ－ベレ
オス,LABEL,ラベル
オス,LABOR,レイバ－
オス,LACKEY,ラッキ
オス,LACQUER,ラッカ－
オス,LAD,ラッド
オス,LADDIE,ラッディ
オス,LADYKILLER,レディキラ－
オス,LAERTES,ラエルテス
オス,LAGER,ラガ－
オス,LAGOS,レイゴス
オス,LAIC,レイック
オス,LAIRD,レアド
オス,LAMARCK,ラマ－ク
オス,LAMB,ラム
オス,LAMBDA,ラムダ
オス,LAMBERT,ランバ－ト
オス,LAMBKIN,ラムキン
オス,LAMP,ランプ
オス,LAMPION,ランピアン
オス,LANCASTER,ランカスタ－
オス,LANCE,ランス
オス,LANCELET,ランスラット
オス,LANCER,ランサ－
オス,LANDGRAVE,ランドグレイブ
オス,LANDILO,ランディ－ロ
オス,LANDLORD,ランドロ－ド
オス,LANDLUBBER,ランドラバ－
オス,LANDOLF,ランドルフ
オス,LANDSCAPER,ランドスケ－パ－
オス,LANDSHIP,ランドシップ
オス,LANTWIN,ラントウ゛ィン
オス,LANZILO,ランツィ－ロ
オス,LANZO,ランツオ－
オス,LAPIDARY,ラピデリ－
オス,LAPLACE,ラプラ－ス
オス,LAPP,ラップ
オス,LARES,レアリ－ズ
オス,LARRIKIN,ラリキン
オス,LASCAR,ラスカ－
オス,LASER,レイザ－
オス,LASSALLE,ラサ－ル
オス,LATAKIA,ラタキ－ア
オス,LAUAN,ラワン
オス,LAUREL,ロ－レル
オス,LAURIN,ラウリン
オス,LAWRENCE,ロ－レンス
オス,LAWYER,ロイヤ－
オス,LAYMAN,レイマン
オス,LAZARUS,ラザラス
オス,LEADER,リ－ダ－
オス,LEAGUER,リ－ガ－
オス,LEARNER,ラ－ナ－
オス,LECHER,レッチャ－
オス,LEE,リ－
オス,LEGION,リ－ジオン
オス,LEMAN,レマン
オス,LEMONADE,レモネ－ド
オス,LENIN,レ－ニン
オス,LEO,レオ
オス,LEONARD,レオナルド
オス,LEOPARD,レオパ－ド
オス,LESSING,レシング
オス,LEVIN,レビン
オス,LEVITE,リ－バイト
オス,LEX,レックス
オス,LIEBO,リ－ボ
オス,LIEBWIN,リ－ブウィン
オス,LIEGE,リ－ジ
オス,LIF,リ－フ
オス,LILIPUT,リリピュット
オス,LINCOLN,リンカ－ン
オス,LINGUIST,リングイスト
オス,LINNE,リンネ
オス,LION,ライオン
オス,LISBON,リスボン
オス,LIT,リ－ト
オス,LITMUS,リトマス
オス,LITTON,リットン
オス,LIVINGSTONE,リビングスト－ン
オス,LODBROCK,ロ－トブロック
オス,LODGER,ロッジャ－
オス,LOGE,ロ－ゲ
オス,LOHENGRIN,ロ－エングリン
オス,LOMBARD,ロンバ－ド
オス,LOOBY,ル－ビ－
オス,LORD,ロ－ド
オス,LORDLING,ロ－ドリング
オス,LOTHARIO,ロザリオ
オス,LOTUS,ロ－タス
オス,LOUIS,ルイス
オス,LOVER,ラバ－
オス,LOWELL,ロ－エル
オス,LUDOLF,ルドルフ
オス,LUDOLT,ル－ドルト
オス,LUDWIG,ル－トウ゛ィヒ
オス,LURON,リュロン
オス,LUSTER,リュスト－ル
オス,LUTHER,ル－テル
オス,LUTIN,リュタン
オス,LUTZ,ルッツ
オス,LUX,ラックス
オス,LUXE,ルックス
オス,LYMAN,ライマン
オス,LYNX,リンクス
オス,LYRICIST,リリシスト
メス,LABELUM,ラベラム
メス,LABURNUM,ラバ－ナム
メス,LAC,ラック
メス,LACE,レ－ス
メス,LACTOSE,ラックトウス
メス,LADY,レディ
メス,LADY-SHIP,レディシップ
メス,LADYBIRD,レディバ－ド
メス,LADYHOOD,レディフッド
メス,LAKE,レイク
メス,LAKELET,レイクリット
メス,LAME,ラメ
メス,LAMIA,レイミア
メス,LAMPREY,ランプリ
メス,LANDA,ランダ
メス,LANDGARD,ラントガルト
メス,LANDLADY,ランドレディ
メス,LANTERN,ランタ－ン
メス,LAPIN,ラピン
メス,LARK,ラ－ク
メス,LASS,ラス
メス,LASSIE,ラッシ－
メス,LATONA,ラト－ナ
メス,LAUFEYA,ラウフェ－ヤ
メス,LAURA,ロ－ラ
メス,LAVENDER,ラウ゛ェンダ－
メス,LEA,レア
メス,LEMON,レモン
メス,LETA,レタ
メス,LIANNE,リアンヌ
メス,LIDA,リダ
メス,LIEBGARD,リ－ブガ－ト
メス,LIGHT-SKIRTS,ライトスカ－ツ
メス,LILLIAN,リリアン
メス,LILY,リリ－
メス,LINDA,リンダ
メス,LIONESS,ライオネス
メス,LIONNE,リオンヌ
メス,LIQUEUR,リキュア
メス,LIRA,リラ
メス,LISA,リサ
メス,LISBETH,リスベス
メス,LNADEGUND,ランデグント
メス,LOOKER,ル－カ－
メス,LORELEI,ロ－レライ
メス,LORY,ロ－リ
メス,LOTTY,ロッティ
メス,LUCRETIA,ル－クリティア
メス,LUITHA,ルイザ
メス,LULLA,ル－ラ－
メス,LULU,ルル
メス,LURLEI,ル－ルライ
メス,LUTHILD,ル－トヒルト
メス,LUTINE,リュティン
メス,LYDIA,リディア
オス,MAC,マック
オス,MACARTHUR,マッカ－サ－
オス,MACAULAY,マッコウリ
オス,MACBETH,マクベス
オス,MACCBESS,マッカビ－ス
オス,MACHIAVELI,マッキアベリィ
オス,MACMILLAN,マクミラン
オス,MADISON,マディソン
オス,MAESTRO,マ－エストロ
オス,MAETERLINCK,メ－テルリンク
オス,MAGBERT,マクベルト
オス,MAGE,メイジ
オス,MAGELLAN,マゼラン
オス,MAGFRID,マクフリ－ド
オス,MAGI,メイジャイ
オス,MAGICIAN,マジシャン
オス,MAGISTRATE,マジストレイト
オス,MAGNACARTA,マグナカルタ
オス,MAGNATE,マグネイト
オス,MAHARAJAH,マハラジャ
オス,MAHATMA,マハトマ
オス,MAHDI,マ－ディ
オス,MAHOMET,マホメット
オス,MAJOR,メジャ－
オス,MAKER,メ－カ－
オス,MALACHI,マラカイ
オス,MALBERT,マルベルト
オス,MALFRID,マルフリ－ト
オス,MALLO,マロ－
オス,MALTHUS,マルサス
オス,MANAGER,マネ－ジャ－
オス,MANCHESTER,マンチェスタ－
オス,MANDARIN,マンダリン
オス,MANDORIN,マンドリン
オス,MANHART,マンハ－ト
オス,MANI,マニ－
オス,MANITO,マニトウ
オス,MANKIND,マンカインド
オス,MANSERVANT,マンサ－バンド
オス,MANXMAN,マンクスマン
オス,MARCONI,マ－コウニ
オス,MARCUS,マ－カス
オス,MARINER,マリナ－
オス,MARK,マ－ク
オス,MARKO,マルコ
オス,MARKSMAN,マ－クスマン
オス,MARKTWAIN,マ－クトウエイン
オス,MARQUIS,マ－クイス
オス,MARS,マ－ズ
オス,MARSHAL,マ－シャル
オス,MARTIAN,マ－シャン
オス,MARTIN,マ－ティン
オス,MARX,マ－クス
オス,MASCOT,マスコット
オス,MASCULINE,マスクリン
オス,MASHER,マッシャ－
オス,MASTER,マスタ－
オス,MATADORE,マタド－ル
オス,MATTHEW,マッシュ－
オス,MAUGHAM,モ－ム
オス,MAURICE,モ－リス
オス,MAUSER,モ－ゼル
オス,MAX,マックス
オス,MAXIM,マキシム
オス,MAXWELL,マックスウェル
オス,MAYOR,メイヤ－
オス,MEINHART,マインハルト
オス,MELVILLE,メルウ゛ィル
オス,MENCIUS,メンシアス
オス,MENDEL,メンデル
オス,MENELAUS,メニレイアス
オス,MENTOR,メント－ル
オス,MERCATOR,マ－ケイト－
オス,MERCHANT,マ－チャント
オス,MERCURE,メリキュ－ル
オス,MERCURY,マ－キュリ－
オス,MEREDITH,メラデス
オス,MERLIN,マ－リン
オス,MERMAN,マ－マン
オス,MESSENGER,メッセンジャ－
オス,MESSIAH,メシア
オス,MICHAEL,マイケル
オス,MICK,ミック
オス,MICKEY,ミッキ－
オス,MIDAS,マイダス
オス,MIDGET,ミディット
オス,MIG,ミグ
オス,MILAN,ミラン
オス,MILORD,ミロ－ド
オス,MILTON,ミルトン
オス,MINDER,マインダ－
オス,MINISTER,ミニスタ－
オス,MIRO,ミロ
オス,MISER,マイザ－
オス,MISTRAL,ミストラル
オス,MOCKER,モッカ－
オス,MOGUL,モウガル
オス,MOHAMMED,モハメッド
オス,MOHAWK,モウホ－ク
オス,MANFRED,マンフレッド
オス,MOLOTOV,モロトフ
オス,MOMUS,モウマス
オス,MONARCH,モナ－ク
オス,MONK,モンク
オス,MONOCRAT,モナクラット
オス,MONROE,モンロ－
オス,MONSOON,モンス－ン
オス,MONTAIGNE,モンティン
オス,MONTBLANC,モンブラン
オス,MOONLIGHT,ム－ンライト
オス,MOONSHINE,ム－ンシャイン
オス,MOOR,ム－ア
オス,MOPPET,モペット
オス,MORE,モア
オス,MORGAN,モ－ガン
オス,MORMON,モ－マン
オス,MORO,モロ
オス,MOROCCAN,モロッカン
オス,MORPHEUS,モ－フィアス
オス,MORSE,モ－ス
オス,MOSES,モ－ゼス
オス,MOTION,モ－ション
オス,MOUNTIE,マウンティ－
オス,MOUTHER,マウザ－
オス,MOZART,モ－ツァルト
オス,MUHAMMAD,ムハメッド
オス,MURALIST,ミュ－ラリスト
オス,MUSKET,マスキット
オス,MUSSOLINI,ムッソリ－ニ
オス,MUTO,ムト－
メス,MABEL,メイブル
メス,MAD,マド
メス,MADAM,マダム
メス,MADEMOISELLE,マドモアゼル
メス,MADONNA,マドンナ
メス,MAENAD,ミ－ナド
メス,MAGNOLIA,マグノ－リア
メス,MAHARANEE,マ－ハラ－ニ
メス,MAID,メイド
メス,MAMSAHIB,メムサ－ヒブ
メス,MANGO,マンゴ
メス,MANICURIST,マニキュアリスト
メス,MANNEQUIN,マニキン
メス,MANNIN,メニン
メス,MANTUA,マンチュア
メス,MARA,マ－ラ
メス,MARGARET,マ－ガレット
メス,MARIAN,マリアン
メス,MARIANNE,マリアンヌ
メス,MARIE,マリ－
メス,MARIGOLD,マリゴ－ルド
メス,MARIMBA,マリンバ
メス,MARMOTTE,マルモット
メス,MARONE,マロ－ン
メス,MARQUISE,マ－キ－ズ
メス,MARTHA,マ－サ
メス,MARY,マ－リ
メス,MATILDA,マチルダ
メス,MATRIARCH,メイトリア－ク
メス,MATRON,メイトラン
メス,MAUD,モ－ド
メス,MAYA,マ－ヤ
メス,MAYFLOWER,メイフラワ－
メス,MAYORESS,メイアリス
メス,MAYQUEEN,メイクィン
メス,MEDEA,ミディ－ア
メス,MEDUSA,ミデュ－サ
メス,MEG,メグ
メス,MEINA,マイナ－
メス,MEINHILD,マインヒルト
メス,MELODY,メロディ
メス,MELPOMENE,メルポミニ
メス,MENJA,メンヤ－
メス,MERLE,マ－ル
メス,MERMAID,マ－メイド
メス,MERRINESS,メリニス
メス,MERRY,メリ－
メス,MESQUITE,メスキ－ト
メス,MIGNON,ミ－ニョン
メス,MIGNONETTE,ミニャネット
メス,MILADI,ミレイディ
メス,MILDA,ミルダ
メス,MILLI,ミリ－
メス,MIMOSA,ミモザ
メス,MINERVA,ミネルウ゛ァ
メス,MINETTE,ミネット
メス,MINNE,ミンネ
メス,MINX,ミンクス
メス,MIRETTE,ミレット
メス,MISS,ミス
メス,MISSIS,ミシス
メス,MISSY,ミッシ－
メス,MISTRESS,ミストリス
メス,MOIRA,モイラ
メス,MOLL,モル
メス,MOLLY,モリィ
メス,MOLY,モ－リ
メス,MOM,モム
メス,MONA-LISA,モナリザ
メス,MONICA,モニカ
メス,MOUSE,マウス
メス,MOUSSELINE,モ－スリン
メス,MOUSTIQUE,ムスティック
メス,MUGUETTE,ミュゲット
メス,MULBERRY,マルベリ－
メス,MUSE,ミュ－ズ
メス,MUSHROOM,マッシュル－ム
メス,MUSLIN,マズリン
メス,MUTCH,マッチ
メス,MUU-MUU,ムウムウ
オス,NABOTH,ネイボス
オス,NAHUM,ネイハム
オス,NANDO,ナント－
オス,NANDOLF,ナンドルフ
オス,NANSEN,ナンセン
オス,NANTWIN,ナントウ゛ィン
オス,NAPALM,ネイバ－ム
オス,NAPHTHA,ナフサ
オス,NALE,ナイル
オス,NAPOLEON,ナポレオン
オス,NARARCH,ナウァルス
オス,NARCISUS,ナ－シサス
オス,NARDO,ナルト－
オス,NARK,ナ－ク
オス,NARRATOR,ナレイタ－
オス,NARZISS,ナルツィス
オス,NATHAN,ナタン
オス,NAVIGATOR,ナビゲイタ－
オス,NAWAB,ナワ－ブ
オス,NEAPOLITAN,ネオポリタン
オス,NECK,ネック
オス,NECKTIE,ネックタイ
オス,NECTAR,ネクタ－
オス,NED,ネド
オス,NEDDY,ネディ
オス,NEGUS,ニ－ガス
オス,NELSON,ネルソン
オス,NEPTUNE,ネプチュ－ン
オス,NEREUS,ニ－リアス
オス,NERO,ネロ
オス,NESTOR,ネスタ－
オス,NEUTRON,ニュ－トロン
オス,NEWTON,ニュ－トン
オス,NIBELUNG,ニ－ベルンク
オス,NICHOLAS,ニコラス
オス,NICK,ニック
オス,NIETZSCHE,ニ－チェ
オス,NIMBUS,ニンバス
オス,NIMROD,ニムロド
オス,NIPPER,ニッパ－
オス,NITZO,ニッツォ－
オス,NIWO,ニウ゛ォ－
オス,NIXON,ニクソン
オス,NIZAM,ナイザム
オス,NOAH,ノ－ア
オス,NOBEL,ノ－ベル
オス,NOBLEMAN,ノ－ブルマン
オス,NOBLESSE,ノブレス
オス,NOEL,ノエル
オス,NOMINATOR,ノミネイタ－
オス,NORBERT,ノルベルト
オス,NORDO,ノルド－
オス,NORMANN,ノ－マン
オス,NORTFRID,ノルトフリ－ト
オス,NOSTRADAMUS,ノストラダムス
オス,NOTABILITY,ノ－タビリティ
オス,NOVELIST,ノウ゛ェリスト
オス,NOVICE,ノ－ビス
メス,NAIAD,ナイアド
メス,NANA,ナナ
メス,NANCY,ナンシ－
メス,NANNA,ナンナ
メス,NANNY,ナニ－
メス,NAOMI,ナオミ
メス,NARRIN,ネ－リン
メス,NAUSIKAA,ナウジ－カ－
メス,NAUTCH,ノ－チ
メス,NECKLACE,ネックレス
メス,NECKPIECE,ネックピ－ス
メス,NECTARY,ネクタリ－
メス,NEGRESS,ニ－グリス
メス,NELDA,ネルダ－
メス,NEMESIS,ネミシス
メス,NEREIDE,ネライデ
メス,NERTHUS,ネルサス
メス,NESSELRODE,ネサルロウド
メス,NIAGARA,ナイアガラ
メス,NIECE,ニ－ス
メス,NIGHTINGALE,ナイティンゲイル
メス,NIKE,ナイキ
メス,NINI,ニニ
メス,NIOBE,ナイアビ
メス,NIWA,ニウ゛ァ
メス,NIX,ニクス
メス,NOCTURNE,ノクタ－ン
メス,NONNE,ノンネ
メス,NORA,ノ－ラ
メス,NORMA,ノ－マ
メス,NORN,ノ－ン
メス,NORNE,ノルネ
メス,NOTHELMA,ノ－トヘルマ
メス,NOTRE-DAME,ノ－トルダ－ム
メス,NOUGAT,ヌ－ガ－
メス,NOVA,ノ－ウ゛ァ
メス,NOXE,ノックス
メス,NUN,ナン
メス,NURSE,ナ－ス
メス,NUT,ナッツ
メス,NYMPH,ニムフ
オス,OAK,オウク
オス,OATH,オウス
オス,OBADIAH,オウバディア
オス,OBEAH,オウビア
オス,OBEISANCE,オウベイサンス
オス,OBERON,オ－ベロン
オス,OBERST,オ－ベルスト
オス,OBJECTOR,オブジェクタ－
オス,OBOL,オボル
オス,OBSREVER,オブザ－バ－
オス,OCCAM,オカム
オス,OCCUPANT,オキュパント
オス,OCCUPIER,オキュパイア
オス,OCEAN,オ－シャン
オス,OCEANIA,オ－シェニア
オス,OCLOCK,オクロック
オス,OCTAGON,オクタゴン
オス,OCTAVO,オクタウ゛ォ
オス,ODDITY,オディティ
オス,ODILO,オ－ディロ
オス,ODIN,オ－ディン
オス,ODO,オド
オス,ODOAKER,オドア－カ－
オス,ODOMETER,オドメ－タ－
オス,ODUR,オドウ－ル
オス,ODYSSEUS,オディシュ－ス
オス,ODYSSEY,オディシ－
オス,OEDIPUS,イ－ディパス
オス,OFFICER,オフィサ－
オス,OGLE,オ－グル
オス,OHM,オ－ム
オス,OKTAVIAN,オクタウ゛ィアン
オス,OLAF,オラフ
オス,OLIVER,オリウ゛ァ－
オス,OLYMPIA,オリンピア
オス,OLYMPUS,オリンパス
オス,OMICRON,オ－マイクロン
オス,OMNIBUS,オムニバス
オス,OMNIPOTENCE,オムニパテンス
オス,ONTARIO,オンタリオ
オス,ONWARD,オンワ－ド
オス,ONYX,オニックス
オス,OOM,ウ－ム
オス,OOMPH,ウムフ
オス,OPENER,オ－プナ－
オス,OPERATOR,オペレ－タ－
オス,OPINION,オピニオン
オス,OPIZO,オピ－ツオ－
オス,OPPRESSOR,オプレッサ－
オス,OPTIMIST,オプティミスト
オス,OPTION,オプション
オス,OPUS,オ－パス
オス,ORACLE,オラクル
オス,ORANG,オ－ラング
オス,ORATOR,オ－ラタ－
オス,ORCHESTRA,オ－ケストラ
オス,ORCHIDIST,オ－キディスト
オス,OREAD,オ－リアド
オス,ORGANIZER,オ－ガナイザ－
オス,ORIGIN,オリジン
オス,ORIGINATOR,オリジネイタ－
オス,ORION,オリオン
オス,ORM,オルム
オス,ORMAZD,オ－マズト
オス,ORPHAN,オ－ファン
オス,ORPHEUS,オ－フュ－ス
オス,ORTILO,オルティ－ロ
オス,ORTO,オルト－
オス,ORYX,オリックス
オス,OSBERT,オズベルト
オス,OSCAR,オスカ－
オス,OSMUND,オズマンド
オス,OSWALD,オズウ゛ァルト
オス,OTHELLO,オセロ
オス,OTTO,オット－
オス,OURAGAN,ウラガン
オス,OUTLAW,アウトロ－
オス,OUTRIDER,アウトリ－ダ－
オス,OUTRUNNER,アウトランナ－
オス,OUTSIDER,アウトサイダ－
オス,OVERLORD,オ－バ－ロ－ド
オス,OVERMAN,オ－バ－マン
オス,OVID,オ－ウ゛ィド
オス,OXFORD,オックスフォ－ド
オス,OXON,オクソン
オス,OZONE,オゾ－ン
メス,OASIS,オアシス
メス,OAT,オウト
メス,OATMEAL,オ－トミ－ル
メス,OBOE,オウボウ
メス,OBSIDIAN,オブシディアン
メス,OCEANID,オ－シアニド
メス,ODA,オ－ダ
メス,ODALISQUE,オ－ダリスク
メス,ODETTE,オデット
メス,ODILIA,オ－ディリア
メス,OLEASTER,オ－リアスタ－
メス,OLGA,オルガ
メス,OLIVE,オリ－ウ゛
メス,OLIVET,オリウ゛ェット
メス,OMEGA,オメガ
メス,OMELET,オムリト
メス,OMPHALE,オムファル
メス,OMPHALOS,オムファロス
メス,ONDINE,オンディ－ヌ
メス,ONION,オニオン
メス,OOLONG,ウ－ロング
メス,OPAL,オパ－ル
メス,OPERA,オペラ
メス,OPERETTA,オペレッタ
メス,OPHELIA,オフェリア
メス,ORANGE,オレンジ
メス,ORCHARD,オ－チャド
メス,ORCHID,オ－キッド
メス,OREADE,オ－レアト
メス,ORNAMENT,オ－ナメント
メス,ORRIS,オ－リス
メス,ORTILA,オルティ－ラ
メス,OSIER,オ－ジャ－
メス,OSPREY,オズプリ
メス,OSTARA,オスタ－ラ
メス,OTTA,オッタ－
メス,OTTILIA,オッティ－ラ
メス,OUZEL,ウ－ズル
メス,OXEYE,オクスアイ
メス,OXHEART,オクスハ－ト
メス,OXLIP,オクスリプ
メス,OYSTER,オイスタ－
メス,OZEANUS,オツェアノス
オス,PACEMAKER,ペ－スメ－カ－
オス,PACIFIER,パシフィア
オス,PACIFIST,パシフィスト
オス,PACKER,パッカ－
オス,PADDOCK,パドック
オス,PADDY,パディ
オス,PADISHAH,パ－ドシャ－
オス,PADRE,パ－ドリ
オス,PAEAN,ピ－アン
オス,PAGAN,ペイガン
オス,PAGE,ペイジ
オス,PAGENT,ペイジェント
オス,PAINTER,ペインタ－
オス,PAL,パル
オス,PALACE,パレス
オス,PALADIN,パラディン
オス,PALATINE,パラタイン
オス,PALLAS,パラス
オス,PALM,パ－ム
オス,PALMER,パ－マ－
オス,PALMIST,パ－ミスト
オス,PALTRAM,パルトラム
オス,PAN,パン
オス,PANDOUR,パンドア
オス,PANSY,パンシ－
オス,PANTHEON,パンスイアン
オス,PANTHER,パンサ－
オス,PANTOMIME,パントマイム
オス,PANTYWAIST,パンティウェスト
オス,PAPA,パパ
オス,PAPACY,パパシ－
オス,PAPALIST,パパリスト
オス,PAPIST,ペイピスト
オス,PARACHUTER,パラシュ－タ－
オス,PARACLETE,パラクリ－ト
オス,PARADE,パレイド
オス,PARADIGM,パラダイム
オス,PARADISE,パラダイス
オス,PARAGON,パラゴン
オス,PARD,パ－ド
オス,PARIS,パリ
オス,PARTAKER,パ－ティカ－
オス,PARTISAN,パ－ティザン
オス,PARTNER,パ－トナ－
オス,PASCAL,パスカル
オス,PASHA,パ－シャ
オス,PASSER,パ－サ－
オス,PASSION,パッション
オス,PASTOR,パスタ－
オス,PAT,パット
オス,PATENT,パテント
オス,PATENTOR,パテンタ－
オス,PATER,ペイタ－
オス,PATHAN,パタ－ン
オス,PATRIARCH,ペイトリア－ク
オス,PATRICIAN,パトリシアン
オス,PATRICK,パトリック
オス,PATRIOT,ペイトリアト
オス,PATROLMAN,パトロ－ルマン
オス,PATRON,パトロン
オス,PATTERN,パッタン
オス,PAUL,ポ－ル
オス,PAULUS,パウラス
オス,PEACOCK,ピ－コック
オス,PECKER,ペッカ－
オス,PEDANT,ペダント
オス,PEELER,ピ－ラ－
オス,PEER,ピア
オス,PEERAGE,ピアリッジ
オス,PEEWEE,ピ－ウィ
オス,PEGASUS,ペガサス
オス,PELICAN,ペリカン
オス,PENATES,ペネイティ－ズ
オス,PENCHANT,ペンシャン
オス,PENNANT,ペナント
オス,PENNY,ペニ－
オス,PENTAGON,ペンタゴン
オス,PERFORMER,パフォ－マ－
オス,PETER,ピ－タ－
オス,PEZZO,ペッツオ－
オス,PFENNIG,プフェニヒ
オス,PHAETHON,フェイアサン
オス,PHARAOH,ファラオ－
オス,PHILIP,フィリップ
オス,PHILOGYNY,フィロジニ
オス,PHILOSOPHER,フィロサファ
オス,PHOEBUS,フィ－バス
オス,PHYLAX,フィ－ラクス
オス,PIANIST,ピアニスト
オス,PICADOR,ピカドウ
オス,PICASSO,ピカソ
オス,PICCOLO,ピコロ
オス,PIEMAN,パイマン
オス,PIERROT,ピアロウ
オス,PIETY,パイアティ
オス,PIGBOAT,ピッグボ－ト
オス,PIKEMAN,パイクマン
オス,PILATE,パイラト
オス,PILGRIM,ピルグリム
オス,PILOT,パイロット
オス,PINBALL,ピンボ－ル
オス,PINCERS,ピンサ－ズ
オス,PINDAR,ピンダ－
オス,PINE,パイン
オス,PINECONE,パインコウン
オス,PINOCCHIO,ピノキオ
オス,PIONEER,パイオニア
オス,PIPER,パイパ－
オス,PIPIN,ピピン
オス,PIRANHA,ピラ－ニャ
オス,PISTOL,ピストル
オス,PITCHER,ピッチャ－
オス,PITCHMAN,ピッチマン
オス,PITON,ピ－タン
オス,PITT,ピット
オス,PITZO,ピッツオ
オス,PIUS,パイアス
オス,PLACEMAN,プレイスマン
オス,PLAN,プラン
オス,PLANKTON,プランクトン
オス,PLANNER,プランナ－
オス,PLANT,プラント
オス,PLANTER,プランタ－
オス,PLAUDIT,プロ－ディト
オス,PLAYBOY,プレイボ－イ
オス,PLAYER,プレイヤ－
オス,PLEADER,プリ－ダ－
オス,PLEASURE,プレジュア
オス,PLENTY,プレンティ
オス,PLIGHT,プライト
オス,PLUTON,プル－トン
オス,PLUTUS,プル－タス
オス,POE,ポウ
オス,POEM,ポウィム
オス,POET,ポウイト
オス,POKER,ポ－カ－
オス,POLDILO,ポルディロ
オス,POLDO,ポウルト
オス,POLE,ポウル
オス,POLLUX,ポルックス
オス,POLO,ポ－ロ
オス,POMPEJUS,ポムベイアス
オス,PONCHO,ポンチョ
オス,PONTIFEX,ポンティフェクス
オス,PONTIFF,ポンティフ
オス,PONTIUS,ポンティアス
オス,PONY,ポニ－
オス,POPE,ポウプ
オス,POPEYE,ポパイ
オス,POPPET,ポピット
オス,POPPY,ポピィ
オス,POPSICLE,ポブシクル
オス,PORTER,ポ－タ－
オス,POSEIDON,ポセイドン
オス,POSEUR,ポウザ－
オス,POTENTATE,ポ－タンテイト
オス,PRACTICIAN,プラクティシャン
オス,PRANDO,プランド－
オス,PRATTLER,プラットラ－
オス,PRAVDA,プラ－ウ゛ダ
オス,PRECEPTOR,プリセプタ－
オス,PRECURSOR,プリ－カ－ザ－
オス,PREDICTOR,プリディクタ－
オス,PREFECT,プリフェクト
オス,PRESBYTER,プレズビタ－
オス,PRESENTER,プレゼンタ－
オス,PRESERVER,プリザ－ウ゛ァ－
オス,PRESIDENT,プレジデント
オス,PRESSMAN,プレスマン
オス,PRETENDER,プリテンダ－
オス,PRIAM,プライアム
オス,PRIEST,プリ－スト
オス,PRIESTLING,プリ－ストリング
オス,PRIG,プリグ
オス,PRINCE,プリンス
オス,PRINCEKIN,プリンスキン
オス,PRINZ,プリンツ
オス,PRIZE,プライズ
オス,PROCONSUL,プロウコンサル
オス,PUCCINI,プシ－ニ
オス,PULITZER,ピュ－リッツア
オス,PUNCHER,パンチャ－
オス,PUNCHINELLO,パンチネロ
オス,PUNSTER,パンスタ－
オス,PUPIL,ピュ－ピル
オス,PURGER,パ－ジャ－
オス,PURITAN,ピュ－リタン
オス,PURKHARD,プルクハルト
オス,PURSUER,パ－シュア
オス,PUSHKIN,プシュキン
オス,PYRAMID,ピラミド
オス,PYREX,パイレックス
オス,PYRRHO,ピロウ
オス,PYRRHUS,ピラス
オス,PYTHAGORAS,パイサガラス
メス,PAINTRESS,ペイントリス
メス,PAISLEY,ペイズリ－
メス,PAJAMAS,パジャマス
メス,PALETOT,パルトウ
メス,PALFREY,ポ－ルフリ
メス,PALMETTO,パルメトウ
メス,PAMIRS,パ－ミァズ
メス,PAMPAS,パンパス
メス,PANACEA,パナシア
メス,PANDA,パンダ
メス,PANDORA,パンド－ラ
メス,PANDOWDY,パンダウディ
メス,PANOCHA,パノウチャ
メス,PANORAMA,パノラマ
メス,PANTALOON,パンタル－ン
メス,PANTHERESS,パンサリス
メス,PAPAYA,パパィヤ
メス,PAPRIKA,パプリカ
メス,PAPUA,パプア
メス,PARAKEET,パラキ－ト
メス,PARAMATTA,パラマッタ
メス,PARAMOUR,パラムア
メス,PARASOL,パラソル
メス,PARFAIT,パ－フェイ
メス,PARTHENON,パ－シナン
メス,PARTI,パ－ティ
メス,PARTRIDGE,パ－トリッジ
メス,PARZE,パ－ツア
メス,PASSE,パ－セイ
メス,PASTY,パスティ
メス,PATE,パティ
メス,PATRONESS,パトロニス
メス,PATTY,パッテイ
メス,PAULA,ポ－ラ
メス,PAULOWNIA,ポ－ロニア
メス,PAVANE,パウ゛ァン
メス,PAX,パックス
メス,PEACE,ピ－ス
メス,PEACH,ピ－チ
メス,PEAHEN,ピ－ヘン
メス,PEANUT,ピ－ナッツ
メス,PEARL,パ－ル
メス,PEASE,ピ－ズ
